date,sunrise,sunset,daylength,daylength_diff,astro_twilight_start,astro_twilight_end,nautical_twilight_start,nautical_twilight_end,civil_twilight_start,civil_twilight_end,solar_noon_time,solar_noon_dist,temp_c_max,temp_c_min,grass_temp_c_min,earth_temp_c,sun_hours,rain_mm,wind_direction,wind_mean_mph,wind_max_mph,cloud_cover,pressure_mb_mean,humid_mean,temp_c_mean,fog_vis_1000,fog_vis_200,snow,snow_lying,hail,thunder,date.1,snow_mm
2012-07-01,04:47,21:20,16:32:47,-0:59,,,02:48:00,23:19:00,04:00:00,22:07:00,13:04,152.089,18.5,9.9,8.5,18,9.9,0.2,SW,9.2,33,4,1012.9,74.4,14.4,0,0,0,0,0,0,1,
2012-07-02,04:48,21:20,16:31:41,-1:05,,,02:49:00,23:18:00,04:01:00,22:07:00,13:04,152.091,18.5,12,11,17.5,0.1,2.4,S,7.9,27,8,1014,86.8,14.6,0,0,0,0,0,0,2,
2012-07-03,04:49,21:19,16:30:30,-1:10,,,02:50:00,23:17:00,04:02:00,22:06:00,13:04,152.092,20.3,15,14.5,17.4,0.1,2.4,S,6.3,27,8,1011.9,90,16.8,0,0,0,0,0,0,3,
2012-07-04,04:50,21:19,16:29:14,-1:16,,,02:52:00,23:16:00,04:03:00,22:06:00,13:05,152.092,22.6,15.5,15,17.7,2.8,0.2,S,5,20,8,1009.2,86.2,18.5,0,0,0,0,0,0,4,
2012-07-05,04:50,21:18,16:27:52,-1:21,,,02:53:00,23:15:00,04:04:00,22:05:00,13:05,152.092,23.8,15.8,13.5,18.5,5.5,9.7,W,2.8,15,7,1009,78.5,18.7,0,0,0,0,0,0,5,
2012-07-06,04:51,21:18,16:26:25,-1:27,,,02:55:00,23:14:00,04:05:00,22:04:00,13:05,152.092,18.8,14,13.7,18.8,3,7.3,S,3.9,25,8,1007,91.9,15.3,0,0,0,0,0,0,6,
2012-07-07,04:52,21:17,16:24:52,-1:32,,,02:56:00,23:12:00,04:06:00,22:03:00,13:05,152.091,19,11,9.6,17.8,3.4,16.9,SE,3.6,20,4,1007.3,88.2,14.9,0,0,0,0,0,0,7,
2012-07-08,04:53,21:16,16:23:15,-1:37,,,02:58:00,23:11:00,04:07:00,22:02:00,13:05,152.089,17.5,13.3,11.5,17.9,1.7,6.4,N,3.2,16,8,1005.1,95.1,14.9,0,0,0,0,0,0,8,
2012-07-09,04:54,21:16,16:21:32,-1:42,,,03:00:00,23:09:00,04:08:00,22:01:00,13:05,152.087,21.2,13.5,12,17.5,0.8,,W,5.6,18,8,1009.6,85.7,16.2,0,0,0,0,0,0,9,
2012-07-10,04:55,21:15,16:19:44,-1:47,,,03:02:00,23:08:00,04:10:00,22:01:00,13:05,152.084,19.3,13.2,12.3,18,2.3,10.8,SW,6,20,8,1009.2,87,14.9,0,0,0,0,0,0,10,
2012-07-11,04:56,21:14,16:17:52,-1:52,,,03:04:00,23:06:00,04:11:00,21:59:00,13:06,152.081,18.8,10,8.8,17.9,6.6,10.4,W,7.7,28,3,1009.2,85.3,13.7,0,0,0,0,0,0,11,
2012-07-12,04:57,21:13,16:15:54,-1:57,,,03:06:00,23:04:00,04:12:00,21:58:00,13:06,152.077,20.4,9.4,8,17.7,9.2,11.7,W,7,19,3,1010.2,83,13.9,0,0,0,0,0,0,12,
2012-07-13,04:59,21:12,16:13:52,-2:01,,,03:08:00,23:03:00,04:13:00,21:57:00,13:06,152.072,20,12.8,12.6,18,1.1,33.7,SW,6.4,20,8,1000.1,86.8,15.6,0,0,0,0,0,0,13,
2012-07-14,05:00,21:11,16:11:46,-2:06,,,03:10:00,23:01:00,04:15:00,21:56:00,13:06,152.066,15.7,12.5,12.5,18,1.2,2.5,N,2.8,15,8,1004.3,94.7,13.6,0,0,0,0,0,0,14,
2012-07-15,05:01,21:10,16:09:35,-2:10,,,03:12:00,22:59:00,04:16:00,21:55:00,13:06,152.059,19.8,10.9,9.5,17.4,8.4,0.2,W,7.5,22,5,1014.5,75.9,14.5,0,0,0,0,0,0,15,
2012-07-16,05:02,21:09,16:07:20,-2:15,,,03:14:00,22:57:00,04:18:00,21:54:00,13:06,152.052,18.5,12,9.9,17.6,0.4,2,SW,9.9,34,8,1017.6,89,15,0,0,0,0,0,0,16,
2012-07-17,05:03,21:08,16:05:01,-2:19,,,03:16:00,22:55:00,04:19:00,21:52:00,13:06,152.043,23.2,13.4,11.6,17.4,5.5,,W,8.9,22,5,1020.4,81.7,18,0,0,0,0,0,0,17,
2012-07-18,05:05,21:07,16:02:37,-2:23,,,03:18:00,22:53:00,04:21:00,21:51:00,13:06,152.034,19.6,15,13.5,18.2,1.3,6.5,SW,9,26,8,1010.5,90,16.2,0,0,0,0,0,0,18,
2012-07-19,05:06,21:06,16:00:10,-2:27,,,03:20:00,22:51:00,04:22:00,21:49:00,13:06,152.024,17.5,12,10.5,17.6,3.5,3.3,W,6.7,26,7,1009.5,87.5,14.5,0,0,0,0,0,0,19,
2012-07-20,05:07,21:05,15:57:39,-2:31,,,03:22:00,22:49:00,04:24:00,21:48:00,13:06,152.013,16.6,10.8,11.1,17.4,0.4,0.7,NE,2.5,14,8,1016.2,94,13.1,0,0,0,0,0,0,20,
2012-07-21,05:08,21:04,15:55:04,-2:35,-,00:52:00,03:24:00,22:47:00,04:25:00,21:47:00,13:06,152.001,20.3,8.7,6.5,17,11.1,0,NE,2,11,2,1023.6,76.9,14.6,0,0,0,0,0,0,21,
2012-07-22,05:10,21:02,15:52:25,-2:38,-,00:39:00,03:27:00,22:45:00,04:27:00,21:45:00,13:06,151.988,23.6,12.5,10.6,17.4,12.9,0,SW,7.2,22,2,1025.2,69.4,17.9,0,0,0,0,0,0,22,
2012-07-23,05:11,21:01,15:49:43,-2:41,-,00:29:00,03:29:00,22:42:00,04:28:00,21:43:00,13:07,151.975,27.6,12.5,10,18.4,15.2,0,SW,6.6,21,0,1021.3,59.2,20.4,0,0,0,0,0,0,23,
2012-07-24,05:13,21:00,15:46:58,-2:45,-,00:22:00,03:31:00,22:40:00,04:30:00,21:42:00,13:07,151.96,29.1,15.3,12.4,19,15,0,W,3.7,14,0,1016.9,59.7,22,0,0,0,0,0,0,24,
2012-07-25,05:14,20:58,15:44:10,-2:48,-,00:15:00,03:33:00,22:38:00,04:32:00,21:40:00,13:07,151.945,29.7,14.9,12,19.9,13.5,0,NW,2.5,15,0,1016.2,72.7,20.7,0,0,0,0,0,0,25,
2012-07-26,05:15,20:57,15:41:18,-2:51,-,00:09:00,03:36:00,22:36:00,04:33:00,21:38:00,13:07,151.929,27.4,13.4,11.5,20.4,12.5,0,NE,3.3,13,0,1017.4,73.9,19.4,0,0,0,0,0,0,26,
2012-07-27,05:17,20:55,15:38:23,-2:54,-,00:04:00,03:38:00,22:33:00,04:35:00,21:37:00,13:07,151.913,24.6,14.6,12.7,20.6,4.8,0,NW,3.3,15,7,1011.7,76.6,18.8,0,0,0,0,0,0,27,
2012-07-28,05:18,20:54,15:35:26,-2:57,02:15:00,23:54:00,03:40:00,22:31:00,04:37:00,21:35:00,13:07,151.895,22.8,13,11,20.5,8,0,NW,5.3,21,2,1009.3,65.9,16.3,0,0,0,0,0,0,28,
2012-07-29,05:20,20:52,15:32:26,-3:00,02:20:00,23:49:00,03:42:00,22:29:00,04:38:00,21:33:00,13:06,151.878,20.5,11,8.8,19.9,8.8,4,W,6.8,26,2,1010.2,79,13.9,0,0,0,0,0,1,29,
2012-07-30,05:21,20:51,15:29:22,-3:03,02:24:00,23:44:00,03:45:00,22:26:00,04:40:00,21:31:00,13:06,151.859,19.8,9,7.2,18.5,8,4.6,W,7.2,24,4,1013.9,76.6,13.7,0,0,0,0,0,0,30,
2012-07-31,05:23,20:49,15:26:17,-3:05,02:29:00,23:40:00,03:47:00,22:24:00,04:42:00,21:30:00,13:06,151.841,19.7,10.6,10.8,18.1,0.3,0.5,S,6.1,20,8,1013.2,89.3,15.2,0,0,0,0,0,0,31,
2012-08-01,05:24,20:47,15:23:09,-3:08,02:33:00,23:36:00,03:49:00,22:22:00,04:44:00,21:28:00,13:06,151.822,22.5,12.9,11,18.3,4.8,0.6,S,6.9,23,6,1007.9,82.6,17.5,0,0,0,0,0,0,1,
2012-08-02,05:26,20:46,15:19:58,-3:10,02:37:00,23:32:00,03:51:00,22:19:00,04:45:00,21:26:00,13:06,151.802,22.1,14.2,12.2,18.2,4.5,0.6,SW,7.1,21,3,1008.9,81.7,16.9,0,0,0,0,0,0,2,
2012-08-03,05:27,20:44,15:16:45,-3:12,02:41:00,23:28:00,03:54:00,22:17:00,04:47:00,21:24:00,13:06,151.782,22.7,12,10,18.4,10.3,0.5,SW,7.3,22,7,1010.9,75.8,16.9,0,0,0,0,0,0,3,
2012-08-04,05:29,20:42,15:13:30,-3:15,02:45:00,23:24:00,03:56:00,22:14:00,04:49:00,21:22:00,13:06,151.762,21.6,12.9,10.9,18.4,7.1,2,SW,7.1,26,7,1008.4,80.3,16.6,0,0,0,0,0,1,4,
2012-08-05,05:30,20:41,15:10:13,-3:17,02:49:00,23:20:00,03:58:00,22:12:00,04:51:00,21:20:00,13:06,151.741,21.3,12.4,10.6,18.4,6,0.8,S,4.7,20,8,1006.1,83.1,15.8,0,0,0,0,0,0,5,
2012-08-06,05:32,20:39,15:06:54,-3:19,02:53:00,23:16:00,04:00:00,22:09:00,04:52:00,21:18:00,13:06,151.719,21.7,13.1,11.5,18.5,3.1,2.2,W,5.7,22,6,1008.2,82.6,16.2,0,0,0,0,0,0,6,
2012-08-07,05:33,20:37,15:03:33,-3:21,02:56:00,23:12:00,04:03:00,22:07:00,04:54:00,21:16:00,13:06,151.697,21.6,11.1,9,18.5,4.8,2,W,6.9,25,8,1018.3,81.1,15.8,0,0,0,0,0,0,7,
2012-08-08,05:35,20:35,15:00:09,-3:23,03:00:00,23:08:00,04:05:00,22:04:00,04:56:00,21:14:00,13:06,151.675,22.7,14.5,13.9,18.7,4,0,NW,2.9,11,8,1021.8,85.4,17.6,0,0,0,0,0,0,8,
2012-08-09,05:37,20:33,14:56:45,-3:24,03:03:00,23:05:00,04:07:00,22:02:00,04:58:00,21:12:00,13:05,151.652,25,12,9,18.5,7.2,0,S,2.2,11,8,1025.2,77.6,18,0,0,0,0,0,0,9,
2012-08-10,05:38,20:31,14:53:18,-3:26,03:07:00,23:01:00,04:09:00,21:59:00,05:00:00,21:10:00,13:05,151.629,26.7,12.1,9.4,19,13.6,0,SW,2.2,13,0,1025.4,76.2,18.5,0,0,0,0,0,0,10,
2012-08-11,05:40,20:30,14:49:50,-3:28,03:10:00,22:58:00,04:12:00,21:57:00,05:01:00,21:08:00,13:05,151.605,23.7,11.1,10,19.5,8.6,0,SE,2.6,19,1,1020.2,77.6,16.9,0,0,0,0,0,0,11,
2012-08-12,05:41,20:28,14:46:20,-3:29,03:13:00,22:54:00,04:14:00,21:54:00,05:03:00,21:06:00,13:05,151.58,25.8,12.5,9.5,19.4,9.3,0,E,3.5,21,2,1011.5,76.1,18.9,0,0,0,0,0,0,12,
2012-08-13,05:43,20:26,14:42:48,-3:31,03:16:00,22:51:00,04:16:00,21:52:00,05:05:00,21:03:00,13:05,151.554,23,15.1,13.8,19.6,0.4,0.3,SE,5.7,17,7,1009.9,79.9,18.5,0,0,0,0,0,0,13,
2012-08-14,05:44,20:24,14:39:15,-3:32,03:19:00,22:47:00,04:18:00,21:49:00,05:07:00,21:01:00,13:05,151.528,26,16,14.4,19.5,9.4,0,S,4.6,21,1,1010.1,76.2,20,0,0,0,0,0,0,14,
2012-08-15,05:46,20:22,14:35:41,-3:34,03:23:00,22:44:00,04:20:00,21:47:00,05:08:00,20:59:00,13:04,151.501,23.5,16.1,13.1,19.9,2.3,1.1,E,5.4,29,8,1005.6,82.7,18.4,0,0,0,0,0,0,15,
2012-08-16,05:48,20:20,14:32:06,-3:35,03:26:00,22:40:00,04:23:00,21:44:00,05:10:00,20:57:00,13:04,151.474,23.6,14.5,11.3,18.8,6.9,0,SW,7.7,25,5,1013,72.5,18.3,0,0,0,0,0,0,16,
2012-08-17,05:49,20:18,14:28:29,-3:36,03:28:00,22:37:00,04:25:00,21:42:00,05:12:00,20:55:00,13:04,151.445,27.7,16.8,15.2,19.1,9,0,S,8.2,29,6,1012.4,65.1,21.6,0,0,0,0,0,0,17,
2012-08-18,05:51,20:16,14:24:51,-3:37,03:31:00,22:34:00,04:27:00,21:39:00,05:14:00,20:52:00,13:04,151.416,31.4,19.3,16.8,19.9,12.8,0,SW,5.7,22,1,1012.7,65.8,24.2,0,0,0,0,0,0,18,
2012-08-19,05:52,20:14,14:21:12,-3:38,03:34:00,22:30:00,04:29:00,21:36:00,05:16:00,20:50:00,13:04,151.387,30,16.7,14,20.7,10.2,0,NE,3.3,19,1,1014.2,75.8,22.7,0,0,0,0,0,0,19,
2012-08-20,05:54,20:12,14:17:32,-3:40,03:37:00,22:27:00,04:31:00,21:34:00,05:17:00,20:48:00,13:03,151.356,24.5,15.6,12.9,20.8,4.9,,S,4.4,18,8,1018.1,79.2,19.4,0,0,0,0,0,0,20,
2012-08-21,05:56,20:09,14:13:51,-3:41,03:40:00,22:24:00,04:33:00,21:31:00,05:19:00,20:46:00,13:03,151.325,23.2,15.2,12.6,20,1.1,0,W,4.6,23,8,1015.9,74.9,18.2,0,0,0,0,0,0,21,
2012-08-22,05:57,20:07,14:10:09,-3:41,03:43:00,22:21:00,04:35:00,21:29:00,05:21:00,20:43:00,13:03,151.293,22,12.8,11.2,19.5,9.4,0.1,SW,8.8,28,4,1015.5,78.4,16.3,0,0,0,0,0,0,22,
2012-08-23,05:59,20:05,14:06:26,-3:42,03:45:00,22:17:00,04:37:00,21:26:00,05:23:00,20:41:00,13:03,151.26,22.2,12.5,10.5,19,5.9,0,W,4.1,15,4,1012.7,73.4,16.7,0,0,0,0,0,0,23,
2012-08-24,06:00,20:03,14:02:42,-3:43,03:48:00,22:14:00,04:39:00,21:24:00,05:24:00,20:39:00,13:02,151.227,21.2,13.1,11.5,19.1,3.1,4.3,SW,5.7,19,6,1003.5,75.2,16.8,0,0,0,0,0,0,24,
2012-08-25,06:02,20:01,13:58:58,-3:44,03:51:00,22:11:00,04:41:00,21:21:00,05:26:00,20:37:00,13:02,151.194,21.6,14.8,13.3,19,4.2,4.5,SW,7.3,26,6,999.7,89.8,16.6,0,0,0,0,0,1,25,
2012-08-26,06:04,19:59,13:55:13,-3:45,03:53:00,22:08:00,04:43:00,21:18:00,05:28:00,20:34:00,13:02,151.16,22.7,13.1,13,18.7,6.8,0,W,7.7,24,6,1013.6,76.9,16.3,0,0,0,0,0,0,26,
2012-08-27,06:05,19:57,13:51:27,-3:45,03:56:00,22:05:00,04:45:00,21:16:00,05:30:00,20:32:00,13:01,151.126,20.3,11.5,10,18.5,3.3,1.2,S,7.5,27,7,1012.3,79.9,16.2,0,0,0,0,0,0,27,
2012-08-28,06:07,19:54,13:47:40,-3:46,03:58:00,22:02:00,04:47:00,21:13:00,05:31:00,20:30:00,13:01,151.091,22.8,13.4,11.7,18,8.6,0,W,7.4,22,1,1011.5,77.5,17.5,0,0,0,0,0,0,28,
2012-08-29,06:08,19:52,13:43:53,-3:47,04:01:00,21:59:00,04:49:00,21:11:00,05:33:00,20:27:00,13:01,151.056,18.8,13.1,11.8,18,3.9,7.6,S,7.8,25,7,1010.8,90.6,14.3,0,0,0,0,0,0,29,
2012-08-30,06:10,19:50,13:40:05,-3:47,04:03:00,21:56:00,04:51:00,21:08:00,05:35:00,20:25:00,13:01,151.021,16.1,12.5,10.7,17,2.4,1.1,W,7.4,26,8,1016,88.4,12.6,0,0,0,0,0,0,30,
2012-08-31,06:11,19:48,13:36:17,-3:48,04:06:00,21:53:00,04:53:00,21:05:00,05:36:00,20:23:00,13:00,150.986,18.9,4.7,2,15.9,9.2,0.2,N,5.1,18,0,1027.8,72.4,11.8,0,0,0,0,0,0,31,
2012-09-01,06:13,19:46,13:32:28,-3:48,04:08:00,21:50:00,04:55:00,21:03:00,05:38:00,20:20:00,13:00,150.95,21.6,11.5,11.2,16.9,2.3,0,SW,5.7,18,8,1024.4,80.7,15.7,0,0,0,0,0,0,1,
2012-09-02,06:15,19:43,13:28:38,-3:49,04:10:00,21:47:00,04:57:00,21:00:00,05:40:00,20:18:00,13:00,150.914,20,12.2,10.1,16.9,1.2,,W,5.6,20,7,1023.2,86.5,16.6,0,0,0,0,0,0,2,
2012-09-03,06:16,19:41,13:24:48,-3:50,04:13:00,21:44:00,04:59:00,20:58:00,05:42:00,20:16:00,12:59,150.879,24.6,11.8,9,17.2,11.3,0,NW,2.9,12,2,1024.7,75.7,17.8,0,0,0,0,0,0,3,
2012-09-04,06:18,19:39,13:20:58,-3:50,04:15:00,21:41:00,05:01:00,20:55:00,05:43:00,20:13:00,12:59,150.842,25.9,13.5,10.7,17.6,5.7,0,W,5.2,21,2,1022.6,80.5,17.5,0,0,0,0,0,0,4,
2012-09-05,06:19,19:37,13:17:07,-3:50,04:17:00,21:38:00,05:03:00,20:53:00,05:45:00,20:11:00,12:59,150.806,20.5,7.9,4.6,17.6,12.1,0,N,3.5,17,1,1026.5,74.1,13.5,0,0,0,0,0,0,5,
2012-09-06,06:21,19:34,13:13:15,-3:51,04:20:00,21:35:00,05:05:00,20:50:00,05:47:00,20:09:00,12:58,150.769,21.6,6.8,4,16.9,12.5,0,S,4.8,21,2,1026.7,69.2,14.9,0,0,0,0,0,0,6,
2012-09-07,06:23,19:32,13:09:24,-3:51,04:22:00,21:32:00,05:07:00,20:48:00,05:48:00,20:06:00,12:58,150.732,26.5,12.5,10.5,16.9,12.4,0,W,5.6,19,0,1022.9,60.8,18.4,0,0,0,0,0,0,7,
2012-09-08,06:24,19:30,13:05:32,-3:52,04:24:00,21:29:00,05:09:00,20:45:00,05:50:00,20:04:00,12:58,150.695,27.7,12,8.4,17.4,12.1,0,W,3.1,11,0,1018.9,59.9,19.1,0,0,0,0,0,0,8,
2012-09-09,06:26,19:27,13:01:39,-3:52,04:26:00,21:26:00,05:10:00,20:42:00,05:52:00,20:01:00,12:57,150.657,28.5,13.2,8.4,17.4,10.2,0,S,8.4,26,0,1009.7,59.5,19.6,0,0,0,0,0,0,9,
2012-09-10,06:27,19:25,12:57:46,-3:52,04:28:00,21:24:00,05:12:00,20:40:00,05:53:00,19:59:00,12:57,150.62,21.6,15,13.1,18,1.9,0.1,SW,10,28,8,1007.9,80.3,17.7,0,0,0,0,0,0,10,
2012-09-11,06:29,19:23,12:53:53,-3:53,04:30:00,21:21:00,05:14:00,20:37:00,05:55:00,19:57:00,12:56,150.581,19.6,13.1,11,17.6,7.6,0,W,9.5,29,3,1011,67.9,14.3,0,0,0,0,0,0,11,
2012-09-12,06:31,19:21,12:50:00,-3:53,04:33:00,21:18:00,05:16:00,20:35:00,05:57:00,19:54:00,12:56,150.542,17.5,7.5,5.3,16.5,3.3,4.8,W,7.8,26,6,1013,79.3,12.2,0,0,0,0,0,0,12,
2012-09-13,06:32,19:18,12:46:06,-3:53,04:35:00,21:15:00,05:18:00,20:32:00,05:58:00,19:52:00,12:56,150.503,18.2,5.7,2.6,15.9,9.5,0.1,W,6.6,27,2,1017.4,79.4,12,0,0,0,0,0,0,13,
2012-09-14,06:34,19:16,12:42:13,-3:53,04:37:00,21:12:00,05:20:00,20:30:00,06:00:00,19:50:00,12:55,150.464,21.4,12.8,10.9,16,6,0,W,11.5,33,6,1011.8,71.4,15.6,0,0,0,0,0,0,14,
2012-09-15,06:35,19:14,12:38:19,-3:53,04:39:00,21:10:00,05:21:00,20:27:00,06:02:00,19:47:00,12:55,150.424,21.5,10,7.5,15.9,11.5,0,W,6.6,19,1,1015.7,74.6,14.7,0,0,0,0,0,0,15,
2012-09-16,06:37,19:11,12:34:25,-3:54,04:41:00,21:07:00,05:23:00,20:25:00,06:03:00,19:45:00,12:55,150.383,18.7,11.5,9.4,16,4.4,0,W,7.8,25,8,1011.2,79.7,15,0,0,0,0,0,0,16,
2012-09-17,06:39,19:09,12:30:30,-3:54,04:43:00,21:04:00,05:25:00,20:22:00,06:05:00,19:43:00,12:54,150.342,19.4,11.5,7.4,16,5.4,0,W,6.8,28,6,1010.7,72.9,14.5,0,0,0,0,0,0,17,
2012-09-18,06:40,19:07,12:26:36,-3:54,04:45:00,21:02:00,05:27:00,20:20:00,06:07:00,19:40:00,12:54,150.301,18.5,10,8.1,15.9,8.5,0,W,9,27,1,1012.3,70.6,12.4,0,0,0,0,0,0,18,
2012-09-19,06:42,19:04,12:22:41,-3:54,04:47:00,20:59:00,05:29:00,20:17:00,06:08:00,19:38:00,12:54,150.259,17.5,6.4,4,14.9,8,0,W,7.2,25,0,1020.5,71.1,10.8,0,0,0,0,0,0,19,
2012-09-20,06:43,19:02,12:18:47,-3:54,04:49:00,20:56:00,05:30:00,20:15:00,06:10:00,19:35:00,12:53,150.217,17.7,8,5.2,14.5,2.2,0,SW,6.6,20,8,1019.1,73.6,12.5,0,0,0,0,0,0,20,
2012-09-21,06:45,19:00,12:14:52,-3:54,04:51:00,20:54:00,05:32:00,20:13:00,06:12:00,19:33:00,12:53,150.174,17.7,10.6,9.4,14.7,1.1,0.6,SW,4.9,17,8,1014.4,82.8,12.1,0,0,0,0,0,0,21,
2012-09-22,06:47,18:58,12:10:57,-3:54,04:53:00,20:51:00,05:34:00,20:10:00,06:13:00,19:31:00,12:53,150.131,16.6,3.2,0.8,14.8,9,0,N,2.4,13,2,1019.3,83.1,8.8,0,0,0,0,0,0,22,
2012-09-23,06:48,18:55,12:07:02,-3:54,04:55:00,20:48:00,05:35:00,20:08:00,06:15:00,19:28:00,12:52,150.088,13.2,5.3,2.1,13.8,0.1,14.5,NE,2.9,21,8,1008.6,91.7,9.2,0,0,0,0,0,0,23,
2012-09-24,06:50,18:53,12:03:08,-3:54,04:56:00,20:46:00,05:37:00,20:05:00,06:16:00,19:26:00,12:52,150.045,15.1,9.8,9.6,13.5,0.4,5,E,7.7,38,8,987.6,93.3,12,0,0,0,0,0,0,24,
2012-09-25,06:51,18:51,11:59:13,-3:54,04:58:00,20:43:00,05:39:00,20:03:00,06:18:00,19:24:00,12:52,150.002,16.8,8.5,6.6,13,8.6,0.1,S,9.8,30,1,986.9,79.7,11.7,0,0,0,0,0,0,25,
2012-09-26,06:53,18:48,11:55:18,-3:54,05:00:00,20:41:00,05:41:00,20:01:00,06:20:00,19:22:00,12:51,149.959,15.5,9.7,7.4,13,1.5,0.3,SE,3.7,21,8,992,88.5,12.1,0,0,0,0,0,0,26,
2012-09-27,06:55,18:46,11:51:23,-3:54,05:02:00,20:38:00,05:42:00,19:58:00,06:21:00,19:19:00,12:51,149.916,17.7,10,9.5,13.7,4.9,0.9,NW,5.2,20,6,1006.2,85.9,12,0,0,0,0,0,0,27,
2012-09-28,06:56,18:44,11:47:29,-3:54,05:04:00,20:36:00,05:44:00,19:56:00,06:23:00,19:17:00,12:51,149.873,16.3,7.9,6.1,13.6,4.8,0.3,SW,8.1,28,3,1011.1,84.2,11.7,0,0,0,0,0,0,28,
2012-09-29,06:58,18:41,11:43:34,-3:54,05:06:00,20:33:00,05:46:00,19:53:00,06:25:00,19:15:00,12:50,149.83,16.4,8.1,6.6,13.7,8.1,0,W,7.4,23,2,1016.8,76.4,11,0,0,0,0,0,0,29,
2012-09-30,07:00,18:39,11:39:40,-3:54,05:07:00,20:31:00,05:47:00,19:51:00,06:26:00,19:12:00,12:50,149.787,17.3,6.4,4.9,12.9,3.5,0.9,SW,10.2,31,8,1016.4,80.6,12.3,0,0,0,0,0,0,30,
2012-10-01,07:01,18:37,11:35:45,-3:54,05:09:00,20:28:00,05:49:00,19:49:00,06:28:00,19:10:00,12:50,149.744,17.5,13.1,12.1,13.5,3.4,0.2,SW,8.2,26,8,1010.1,86.7,13.9,0,0,0,0,0,0,1,
2012-10-02,07:03,18:35,11:31:51,-3:54,05:11:00,20:26:00,05:51:00,19:47:00,06:30:00,19:08:00,12:49,149.702,17.5,9.6,7.7,13.5,4.2,0.5,SW,9.8,29,5,1007.6,84.6,13,0,0,0,0,0,0,2,
2012-10-03,07:04,18:32,11:27:57,-3:54,05:13:00,20:24:00,05:52:00,19:44:00,06:31:00,19:06:00,12:49,149.659,16.4,10.1,8,13.5,6.3,2.7,SW,9.5,31,3,1003.7,80.3,11.2,0,0,0,0,0,0,3,
2012-10-04,07:06,18:30,11:24:03,-3:53,05:15:00,20:21:00,05:54:00,19:42:00,06:33:00,19:03:00,12:49,149.617,16.3,6.8,4.5,12.9,7.3,12.5,W,7.4,26,0,1006.6,81.2,10.7,0,0,0,0,0,0,4,
2012-10-05,07:08,18:28,11:20:09,-3:53,05:16:00,20:19:00,05:56:00,19:40:00,06:34:00,19:01:00,12:48,149.574,14.6,9.6,9,12.9,1.6,15.3,W,6.5,29,8,1005.6,89.7,10.8,0,0,0,0,0,0,5,
2012-10-06,07:09,18:26,11:16:15,-3:53,05:18:00,20:17:00,05:57:00,19:38:00,06:36:00,18:59:00,12:48,149.532,16.7,6.4,5,13,9.4,0,W,2.5,14,0,1012.3,89.6,9.2,0,0,0,0,0,0,6,
2012-10-07,07:11,18:23,11:12:22,-3:53,05:20:00,20:14:00,05:59:00,19:35:00,06:38:00,18:57:00,12:48,149.49,13.1,4.8,0.7,12,4.8,0,NW,2.4,9,8,1021,93.9,8.3,1,0,0,0,0,0,7,
2012-10-08,07:13,18:21,11:08:29,-3:53,05:22:00,20:12:00,06:01:00,19:33:00,06:39:00,18:55:00,12:47,149.448,13.7,7,2.5,11.9,2.1,0.6,SE,1.9,16,2,1014.7,92.6,11.1,0,0,0,0,0,0,8,
2012-10-09,07:14,18:19,11:04:36,-3:52,05:23:00,20:10:00,06:02:00,19:31:00,06:41:00,18:52:00,12:47,149.406,14.5,6.5,2.9,12.2,5.7,0,SE,2.3,13,6,1016.1,90.2,8.9,0,0,0,0,0,0,9,
2012-10-10,07:16,18:17,11:00:44,-3:52,05:25:00,20:08:00,06:04:00,19:29:00,06:43:00,18:50:00,12:47,149.364,15.3,4.5,1.6,12,5,0,SE,1.5,11,6,1014.6,81.2,9.2,0,0,0,0,0,0,10,
2012-10-11,07:18,18:15,10:56:52,-3:52,05:27:00,20:05:00,06:06:00,19:27:00,06:44:00,18:48:00,12:47,149.322,14.5,5.8,2.3,11.9,1.9,3.8,SE,5.1,20,7,1003.2,91,11.7,0,0,0,0,0,0,11,
2012-10-12,07:19,18:12,10:53:00,-3:51,05:28:00,20:03:00,06:07:00,19:24:00,06:46:00,18:46:00,12:46,149.28,14.6,9.9,9,12.4,5.9,0.4,W,10.3,31,6,1003.8,84.3,10.2,0,0,0,0,0,0,12,
2012-10-13,07:21,18:10,10:49:08,-3:51,05:30:00,20:01:00,06:09:00,19:22:00,06:48:00,18:44:00,12:46,149.238,13.9,5.5,3.1,11.8,6.5,1.8,S,5,18,1,1003.4,90.5,7.5,0,0,0,0,0,0,13,
2012-10-14,07:23,18:08,10:45:17,-3:50,05:32:00,19:59:00,06:10:00,19:20:00,06:49:00,18:42:00,12:46,149.195,13.6,2.8,-1,10.9,7.4,,W,5.3,20,0,1001.4,88.3,6.8,0,0,0,0,0,0,14,
2012-10-15,07:25,18:06,10:41:27,-3:50,05:33:00,19:57:00,06:12:00,19:18:00,06:51:00,18:40:00,12:46,149.153,12.9,3.9,-0.7,10.4,2,1.6,S,7,26,8,1000.8,88.1,8.6,0,0,0,0,0,0,15,
2012-10-16,07:26,18:04,10:37:37,-3:49,05:35:00,19:55:00,06:14:00,19:16:00,06:52:00,18:38:00,12:45,149.111,14.6,8.5,6.6,10.9,8.3,7,SW,11.5,39,4,998.9,77.3,10.5,0,0,0,0,0,0,16,
